Unnamed: 0,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elim_week_result,is_withdrew,is_place,season_max_week,last_week_positive,active_until,week1_p_mean,week2_p_mean,week3_p_mean,week4_p_mean,week5_p_mean,week6_p_mean,week7_p_mean,week8_p_mean,week9_p_mean,week10_p_mean,week11_p_mean,week1_judge_score,week2_judge_score,week3_judge_score,week4_judge_score,week5_judge_score,week6_judge_score,week7_judge_score,week8_judge_score,week9_judge_score,week10_judge_score,week11_judge_score
153,Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,12.6666,11.6666,12.6666,,9.0,8.0,8.5,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.0045202784624069,0.0978353728544566,0.084531343581862,0.0913785607038965,0.1077280388441025,0.0763578324020498,0.0591241713619934,,,,,0.0030104793396360727,0.0024390243902439024,0.002848353781399284,0.0026055545686030674,0.003075444497837578,0.004813297553080617,0.0037574600501321795,,,,
154,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8.0,7.0,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,8.6666,9.6666,9.6666,,9.5,8.0,8.5,,9.5,9.0,9.5,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.1717572053739427,0.0140254775478002,0.1698743476919785,0.1350806403375788,0.2049747574183062,0.183500996565557,0.1888063464777369,0.1191880886582084,,,,0.0026631163389088334,0.0028824833702882483,0.002848353781399284,0.003079291762894534,0.003331731539324043,0.0036424891168802716,0.0038311357373896735,0.004912187370194353,,,
155,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,10.0,10.0,10.0,,8.0,7.5,8.0,,8.5,8.5,8.5,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.148065585256082,0.1701173191274664,0.1528928025773512,0.1550949098213596,0.1719958718539068,0.1513708745107606,0.1657203108640207,0.1919511908377578,,,,0.0023157533381815945,0.0022172949002217295,0.0027344196301433126,0.0026055545686030674,0.002691013935607881,0.0039026947873344858,0.0034627573011022047,0.004473599212141285,,,
156,Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,7.0,6.0,7.0,,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.0079180742271186,0.0051532280342758,,,,,,,,,,0.0023157533381815945,0.00188470066518847,,,,,,,,,
157,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,8.0,9.0,,11.3333,11.3333,11.3333,,9.0,8.5,9.0,,9.5,9.0,9.0,,9.5,9.0,10.0,,10.0,9.6666,10.0,,,,,,,False,True,10,10,10.0,0.1697647294034527,0.1871192862893223,0.1733269727107617,0.0013743370307762,0.1952156489865842,0.1726392921636034,0.1865694152677847,0.215401056154297,0.3605651231679627,0.4583166137030947,,0.002431541005090674,0.0026607538802660754,0.002962287932655255,0.003197726061467401,0.003459875060067275,0.004423041083329793,0.003904811424647167,0.004824469738583739,0.005968380525178534,0.008806641140609434,
158,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,7.0,,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.0305378258098004,0.0370498122319566,0.0335832205927038,0.0311627188417836,0.0247010650082706,,,,,,,0.0023157533381815945,0.002328159645232816,0.0027344196301433126,0.002723988867175934,0.002434726894121416,,,,,,
159,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,8.0,7.0,8.0,,7.0,5.0,7.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.0582963938503438,0.0670779377682474,0.0586312308692626,0.0591874690300259,0.0693150307051641,0.0362515997745237,,,,,,0.0026631163389088334,0.0021064301552106432,0.0027344196301433126,0.002368685971457334,0.0028191574563511132,0.003122155829867589,,,,,
160,Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,13.3333,12.3333,13.3333,,9.5,8.5,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,,,,,False,True,10,10,10.0,0.0112629142515256,0.0133248132659655,0.0011673425713391,0.1870261821156665,0.012107076560408,0.0008733190996209,0.2014054970778822,0.2327509908650377,0.4059567700832558,0.0216138282351877,,0.0030104793396360727,0.0028824833702882483,0.0033040903864231695,0.0028424231657488007,0.00371616210155374,0.005073490214552207,0.003978487111904661,0.004824469738583739,0.005863672094912244,0.00890561217727286,
161,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.3333,10.3333,10.3333,,10.0,9.0,9.5,,9.5,7.5,9.5,,10.0,9.5,10.0,,,,,,,,,,9.0,False,False,10,9,9.0,0.1757677731019984,0.17169923351862,0.1728857556028755,0.136338961058048,0.2001198466835364,0.1808304273709471,0.0008896449507592,0.2386477674077446,0.0019879282934309,,,0.002431541005090674,0.002771618625277162,0.0030762220839112265,0.003079291762894534,0.003459875060067275,0.003902681778351861,0.004199514173677142,0.004649034475362512,0.006177797385711115,,
162,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,8.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,10.0,9.5,10.0,10.0,9.5,9.25,9.5,,9.0,9.0,9.5,,11.1666,11.1666,11.1666,,9.5,10.0,9.7777,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.0215135857934458,0.0502499818355883,0.1052391478897077,0.0089328993167859,0.1180303315913525,0.1485409813217671,0.1557301937816246,0.1512236093785509,,,,0.0027789040058179134,0.002827050997782705,0.0029053208570272698,0.004678154793628235,0.003620054460996316,0.0035774702217232788,0.004936241575977177,0.0051363410060121135,,,
163,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,7.5,7.5,7.5,,9.0,8.5,8.5,,8.5,8.5,8.5,,9.0,9.0,8.5,9.0,9.75,9.75,9.75,,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.0813495486977115,0.0007996911731554,0.0785615153386581,0.1179091968776903,0.0003652555485194,0.0039958563759885,,,,,,0.002605222505454294,0.0028824833702882483,0.0029053208570272698,0.004204417599336768,0.003748197981739548,0.0039026947873344858,,,,,
164,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,6.5,6.0,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.5,7.5,7.5,7.5,8.75,8.75,8.75,,9.5,8.5,9.5,,9.3333,9.3333,9.3333,,8.5,8.5,8.5,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.1022363449771269,0.1006807663110532,0.1054676474079877,0.1479013388508895,0.1227039764333415,0.1443097403761401,0.1518697336678176,0.1559096319963207,,,,0.0021999656712725145,0.002328159645232816,0.0027344196301433126,0.003553028957186001,0.003363767419509851,0.0035774702217232788,0.004125823751282196,0.004473599212141285,,,
165,Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,7.0,7.0,7.5,,7.5,7.0,7.5,,9.0,9.0,9.0,,9.0,9.5,9.5,9.5,8.5,8.5,8.75,,9.0,9.0,9.0,,12.0,12.0,12.0,,9.5,9.3333,9.5,,8.7777,9.3333,9.0,,9.6666,9.6666,9.7777,,,,,,,False,True,10,10,10.0,0.11129975153276,0.1055420362314289,0.0071330204410548,0.149122974214755,0.1334539936607626,0.1574781855535912,0.162965475962552,0.1619306349932903,0.2322281426987494,0.3788515229876463,,0.002489434838545214,0.0024390243902439024,0.0030762220839112265,0.004441286196482501,0.003299695659138235,0.0035124253086010375,0.005304649482539548,0.004970659943425987,0.00567750050589878,0.008641679517712417,
166,Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,7.5,7.0,7.5,,8.5,8.0,8.0,,9.0,8.0,8.5,,8.5,9.0,8.5,8.5,9.0,9.75,9.5,,10.0,10.0,10.0,,11.0,11.0,11.0,,9.7777,9.5,10.0,,9.3333,9.5,9.7777,,,,,,,,,,9.0,False,False,10,9,9.0,0.1199493531908142,0.1128291686172872,0.1274126995026261,0.1656501985332615,0.1526018561154508,0.0104790432282822,0.1785687830667722,0.1574082218118361,0.2472716318309613,,,0.0025473286719997538,0.0027161862527716185,0.0029053208570272698,0.004085983300763901,0.003620054460996316,0.0039026947873344858,0.004862595358994586,0.0051363410060121135,0.005991625796697651,,
167,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,8.0,8.5,8.0,,7.5,7.5,7.5,,8.5,8.0,8.5,,9.0,9.0,9.0,9.0,9.25,9.25,9.5,,8.5,8.5,9.5,,10.8333,11.8333,11.8333,,9.5,9.7777,9.7777,,9.0,9.0,9.0,,,,,,,,,,9.0,False,False,10,9,9.0,0.0018763114468458,0.1222637890617543,0.1422984432713342,0.175103850975708,0.1516638431295346,0.1800764211061458,0.1912756559188535,0.1809434397433116,0.2851834215361788,,,0.002836797839272453,0.0024944567627494456,0.002848353781399284,0.004263634748623201,0.003588018580810508,0.003447380395478796,0.005083607685629614,0.005097341746998035,0.0056542552343796645,,
168,Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,8.0,6.5,7.5,,8.5,8.0,8.5,,9.0,8.0,9.5,,10.0,9.5,10.0,10.0,9.25,9.0,10.0,,9.5,8.5,10.0,,12.6666,12.6666,12.6666,,10.0,8.3333,9.5,,9.5,10.0,10.0,,9.6666,9.5,9.7777,,,,,,,False,True,10,10,10.0,0.1348137087895477,0.1176904788173507,0.1365810317355052,0.0114990537577642,0.1588470361369663,0.1956250630222936,0.1584841565734457,0.1915401650179122,0.0014649997926944,0.6176109460350826,,0.0025473286719997538,0.002771618625277162,0.003019255008283241,0.004678154793628235,0.003620054460996316,0.0036425151348455204,0.00559932276129462,0.004882942311815374,0.006177797385711115,0.00859222368475463,
169,Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,5.5,5.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,10,1,1.0,0.0088042326596991,,,,,,,,,,,0.0019683903374543552,,,,,,,,,,
170,Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,7.0,7.5,7.0,,8.0,7.5,7.5,,8.5,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.0999324978986957,0.0981965842697443,0.109157803373727,,,,,,,,,0.002489434838545214,0.002549889135254989,0.0029053208570272698,,,,,,,,
171,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,6.5,7.0,7.0,,7.5,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.0139369823472466,0.007661889917928,,,,,,,,,,0.002373647171636134,0.0024944567627494456,,,,,,,,,
172,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,7.0,7.0,7.5,,7.5,7.5,7.5,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.1332084674809066,0.1191570068924592,0.1413446142521396,,,,,,,,,0.002489434838545214,0.0024944567627494456,0.0027344196301433126,,,,,,,,
173,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,6.5,6.5,6.5,,6.0,6.0,6.0,,7.5,7.5,7.5,,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.0380343119135187,0.0321433731812651,0.0373600099505929,0.0304948282499138,,,,,,,,0.0022578595047270545,0.0019955654101995565,0.0025635184032593555,0.0037898975543317346,,,,,,,
174,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,7.0,7.0,7.0,,8.0,8.0,7.5,,9.0,9.0,9.0,,9.0,9.0,9.5,9.5,9.25,9.5,9.5,,9.5,10.0,10.0,,13.3333,12.8333,12.8333,,10.0,10.0,10.0,,9.5,9.7777,9.5,,9.7777,9.7777,9.7777,,,,,,,False,True,10,10,10.0,0.1330449032716808,0.1327852336909853,0.0094440668366665,0.1933856592232319,0.1623337073840712,0.1594947090157912,0.0011060010289341,0.0010442970587773,0.2338518041414157,0.0035375309772714,,0.002431541005090674,0.0026053215077605323,0.0030762220839112265,0.004382069047196068,0.003620054460996316,0.0038376498742122445,0.005746688870947058,0.005263057896636806,0.006026535587348432,0.008707640418572084,
175,Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,7.5,8.0,7.5,,8.0,9.0,8.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,,,,,,,,,9.0,False,False,10,9,9.0,0.110848829497515,0.15592050313642,0.1366018393204331,0.1386314448102001,0.1239479279628084,0.1399627206635494,0.1343892626266703,0.1946342490944569,0.147958605117246,,,0.0023157533381815945,0.0022172949002217295,0.0023926171763753983,0.002723988867175934,0.002691013935607881,0.002992066003623106,0.003683784362874686,0.004210446317309445,0.005340129943580794,,
176,Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,8.6666,8.6666,8.6666,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,10.0,,9.5,10.0,9.5,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,,False,True,10,10,10.0,0.0006980018343309,0.0173373952702374,0.017074710854415,0.1522575329095744,0.0009499887683017,0.2422374249112141,0.1779295564784893,0.0023804257196864,0.4279811752383017,0.0396453747658805,,0.0027789040058179134,0.0028824833702882483,0.002962265145825004,0.003079291762894534,0.00371616210155374,0.003317290569234313,0.004420541235449623,0.0050876226334155795,0.005758963664645954,0.00890561217727286,
177,Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,7.0,7.0,7.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,10,2,2.0,0.0068159909704937,0.0056276516216568,,,,,,,,,,0.002431541005090674,0.0016629711751662971,,,,,,,,,
178,Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.5,7.0,6.5,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.0390128606095778,0.0541636439812723,0.0472688767051125,0.0480237127791748,0.0436105423121446,0.0337306237944439,,,,,,0.002084178004363435,0.0019955654101995565,0.0026204854788873413,0.0021318173743116006,0.002691013935607881,0.0026017965248896573,,,,,
179,Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,8.5,9.0,8.5,,11.0,10.0,11.0,,9.0,9.5,9.5,,10.0,9.5,10.0,,9.5,9.5,10.0,,,,,,10.0,False,False,10,10,10.0,0.1596928911619686,0.1975948442919226,0.2021109485794988,0.0020891561740447,0.177288421986971,0.1354860837459551,0.0011283432087362,0.1745235780902608,0.019386746988716,0.4248547012879691,,0.002431541005090674,0.0026607538802660754,0.0026204854788873413,0.003197726061467401,0.0032035880185808103,0.0033823354823565546,0.004715243984479598,0.004912187370194353,0.006177797385711115,0.00860875843803043,
180,Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,8.6666,8.6666,8.6666,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,8.5,9.0,8.5,,10.0,9.5,10.0,,9.3333,9.3333,9.3333,,,,,,,False,True,10,10,10.0,0.1640122452750706,0.2231992276171643,0.0125124889964298,0.2044194374574791,0.1764518254792131,0.2032039071871143,0.1899599219157067,0.2682065012430972,0.01893824571812,0.4818244518302375,,0.0023157533381815945,0.002549889135254989,0.002962265145825004,0.0028424231657488007,0.003331731539324043,0.0029270210905008643,0.003978487111904661,0.004561316843751898,0.006177797385711115,0.008311875013414077,
181,D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,4.0,4.0,4.0,,5.0,5.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.0197131888136382,0.0291444468474661,0.0259904882379672,0.027307114017407,0.0138875505463908,,,,,,,0.0013894520029089567,0.0017738359201773836,0.0018229464200955417,0.0024871202700302007,0.0023065833733781835,,,,,,
182,Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,6.0,5.0,6.0,,7.0,6.0,7.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,7.0,7.5,7.0,,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.0713428999823228,0.1032036419129008,0.0926680514117175,0.0898731998782567,0.0834380228055992,0.0967496069060902,0.0550598230758889,,,,,0.0019683903374543552,0.0022172949002217295,0.0020508147226074845,0.0024871202700302007,0.0023065833733781835,0.0027969312642563814,0.0025049733667547864,,,,
183,Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.0104954127594365,0.0166460268619224,0.0094340826838675,,,,,,,,,0.002084178004363435,0.0019955654101995565,0.0017090122688395704,,,,,,,,
184,Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,9.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.5,9.5,9.0,,9.0,10.0,10.0,,9.5,8.0,10.0,,9.5,10.0,9.5,,10.0,10.0,10.0,,,,,,,False,True,10,10,10.0,0.2875833370062593,0.0210046976699416,0.3003443078960049,0.1848735957897193,0.2544991809320526,0.0019518018880231,0.2992532477341165,0.2399273831946755,0.3857352269376162,0.0536754721159125,,0.002431541005090674,0.0028824833702882483,0.002848353781399284,0.003079291762894534,0.003459875060067275,0.0035124253086010375,0.004273189860934635,0.004824469738583739,0.006073088955444825,0.00890561217727286,
185,Lisa Vanderpump,Gleb Savchenko,TV Personality,,England,52,16,Eliminated Week 4,10,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.0146454636222969,0.0205964944707128,0.0195590053023188,0.0113133208550329,,,,,,,,0.002084178004363435,0.0019955654101995565,0.0023926171763753983,0.0021318173743116006,,,,,,,
186,Sean Lowe,Peta Murgatroyd,TV Personality,Texas,United States,29,16,Eliminated Week 8,6,7.0,6.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,,7.5,8.0,7.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.1151388784670886,0.1555614263183819,0.1364352000122344,0.141211485329111,0.1259265392065177,0.1466778309036093,0.1422798449603922,0.1203278626578236,,,,0.0021999656712725145,0.0022172949002217295,0.0023926171763753983,0.002368685971457334,0.003075444497837578,0.002992066003623106,0.0035364329883596983,0.003684140527645764,,,
187,Valerie Harper,Tristan MacManus,Actor/Actress,New York,United States,74,17,Eliminated Week 4,10,7.0,7.0,7.0,,6.0,6.0,7.0,,6.0,5.0,5.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0,0.0107440109041114,0.0136952010473747,0.0104575716708365,0.0098621897351742,,,,,,,,0.002431541005090674,0.0021064301552106432,0.0018229464200955417,0.0021318173743116006,,,,,,,
188,Brant Daugherty,Peta Murgatroyd,Actor/Actress,Ohio,United States,28,17,Eliminated Week 8,7,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,7.0,7.0,7.0,,9.0,9.0,9.0,,10.0,11.0,10.0,,9.5,9.5,9.5,,9.0,9.0,9.0,,,,,,,,,,,,,,8.0,False,False,11,8,8.0,0.0549156283931696,0.0621499565892952,0.0003301162682763,0.0747061309057435,0.0654633449226399,0.0414944547410388,0.0811473954341113,0.0634685867309153,,,,0.0025473286719997538,0.002549889135254989,0.0030762220839112265,0.0024871202700302007,0.003459875060067275,0.004032784613578969,0.004199514173677142,0.004736752106973125,,,
189,Elizabeth Berkley Lauren,Valentin Chmerkovskiy,Actor/Actress,Michigan,United States,39,17,Eliminated Week 9,6,8.0,8.0,8.0,,8.0,9.0,8.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,8.0,9.0,9.0,,10.6666,10.6666,10.6666,,9.0,9.0,9.0,,8.0,9.0,8.0,,9.5,9.0,9.5,,,,,,,,,,9.0,False,False,11,9,9.0,0.0904097015864758,0.0848367591081494,0.080828770658711,0.0144910810082583,0.1105942557858536,0.0016258780694195,0.1337775203097506,0.1530736651552892,0.0624142375409325,,,0.0027789040058179134,0.002771618625277162,0.002848353781399284,0.003197726061467401,0.003331731539324043,0.004162848421858203,0.003978487111904661,0.004385881580530672,0.005863672094912244,,
190,Leah Remini,Tony Dovolani,Actor/Actress,New York,United States,43,17,Eliminated Week 10,5,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,7.0,8.0,,9.3333,9.3333,9.3333,,9.0,8.5,9.0,,9.0,10.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,8.5,,,,,10.0,False,False,11,10,10.0,0.0935812869794891,0.1006656578896045,0.090102198768613,0.1282705256869825,0.121959875677098,0.1086765432176773,0.1410059946909517,0.1656346196866386,0.1400226970300822,0.1049556779584373,,0.002431541005090674,0.0026607538802660754,0.0027344196301433126,0.0028424231657488007,0.0028191574563511132,0.0036425021258628953,0.003904811424647167,0.004912187370194353,0.0056542552343796645,0.009647746525378932,
191,Corbin Bleu,Karina Smirnoff,Actor/Actress,New York,United States,24,17,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,10.0,,9.3333,8.3333,9.3333,,10.0,9.5,10.0,,10.0,10.0,10.0,,9.5,9.5,10.0,,9.5,9.0,9.5,9.5,9.8888,9.8888,9.8888,,,False,True,11,11,11.0,0.2127563115796097,0.0013811342987537,0.1825028032304868,0.0407750455864918,0.0098875843098852,0.2538825037156555,0.0100606857901958,0.0221601299266205,0.0018419134929358,0.2533841959801318,0.2927067344767316,0.0027789040058179134,0.0028824833702882483,0.002962287932655255,0.003197726061467401,0.003588018580810508,0.0035124122996184125,0.004346865548192129,0.005263057896636806,0.006073088955444825,0.011132015221591076,0.025637147904455423
192,Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1st Place,1,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,7.0,10.0,,11.3333,9.3333,11.3333,,10.0,10.0,9.5,,9.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,9.5,10.0,10.4444,10.4444,10.4444,,,False,True,11,11,11.0,0.0002969058780467,0.1550312161617195,0.1359862887887016,0.0284726891179442,0.1635197973079093,0.0645873465413301,0.0235808257923026,0.2426611031588586,0.2168244692268528,0.0014815178659632,0.0021981187550425,0.0031262670065451523,0.0026607538802660754,0.0027344196301433126,0.003197726061467401,0.003331731539324043,0.004162861430840827,0.004346865548192129,0.004912187370194353,0.005340129943580794,0.011725722700075932,0.027077565283279488
193,Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,Eliminated Week 2,12,6.0,5.0,6.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.007363022377902,0.0055822066095228,,,,,,,,,,0.0019683903374543552,0.0019955654101995565,,,,,,,,,
194,Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,Eliminated Week 11,4,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.3333,8.3333,7.3333,,8.5,8.0,8.5,,8.0,8.0,8.0,,7.0,7.0,7.0,,7.5,7.5,7.5,7.5,8.3333,8.8333,8.3333,,11.0,False,False,11,11,11.0,0.188174450252512,0.2133862753129501,0.1809605638018775,0.2545409167344998,0.2388844265263184,0.2251447575743596,0.2781544506569168,0.3334926891829633,0.2821997535216962,0.3050173844840774,0.3437181300649839,0.002084178004363435,0.002328159645232816,0.0027344196301433126,0.0024871202700302007,0.003075444497837578,0.0031221428208849642,0.003683784362874686,0.004210446317309445,0.004397754071184183,0.00890561217727286,0.02203653654804165
