Unnamed: 0,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elim_week_result,is_withdrew,is_place,season_max_week,last_week_positive,active_until,week1_q_hat,week2_q_hat,week3_q_hat,week4_q_hat,week5_q_hat,week6_q_hat,week7_q_hat,week8_q_hat,week9_q_hat,week10_q_hat,week11_q_hat,week1_p_mean,week2_p_mean,week3_p_mean,week4_p_mean,week5_p_mean,week6_p_mean,week7_p_mean,week8_p_mean,week9_p_mean,week10_p_mean,week11_p_mean
141,J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,8.0,7.0,7.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,10.0,9.0,10.0,,8.5,7.5,8.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,9.3333,9.1666,9.6666,,,,,,,False,True,10,10,10.0,0.019019948318600655,0.20537474751472473,0.22284474968910217,0.22713366150856018,0.0010865560034289956,0.021676955744624138,0.32024022936820984,0.0013770434306934476,0.5655503273010254,0.5963076949119568,,0.016980918285087784,0.2106491716206147,0.2134050618313391,0.23035721076557517,0.0008020342577912834,0.020478344090732563,0.3224162747289134,0.002109388224759912,0.6081249820007174,0.6023531794545205,
142,Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,10,1,1.0,0.012261688709259033,,,,,,,,,,,0.007922059213672682,,,,,,,,,,
143,Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,7.0,7.0,7.0,,6.0,7.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,8.5,8.0,8.5,,8.5,9.0,8.5,,8.1666,8.1666,8.1666,,,,,,,,,,9.0,False,False,10,9,9.0,0.11994602531194687,0.1376654952764511,0.13591405749320984,0.13885273039340973,0.15710964798927307,0.19190630316734314,0.15947552025318146,0.1940852552652359,0.30162322521209717,,,0.12177656365221,0.13646036675930726,0.14525942725361424,0.14628374031893798,0.15941702295453442,0.1991445274111377,0.1701939107480899,0.21686513368594632,0.2405857249847532,,
144,Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,9.0,9.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.0014585757162421942,0.020283611491322517,0.018225492909550667,0.020564300939440727,,,,,,,,0.0013863786194055296,0.019840343087223086,0.01839828675020724,0.01355934287646626,,,,,,,
145,Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,7.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.026106469333171844,0.020451925694942474,0.02365948259830475,,,,,,,,,0.025993497255808674,0.021382190593512516,0.015725506287994698,,,,,,,,
146,Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,6.0,5.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,7.0,6.0,7.0,,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.05366181209683418,0.04923994466662407,0.048628609627485275,0.04984181374311447,0.056329987943172455,,,,,,,0.05590602506428739,0.05207211107889218,0.049965151259625196,0.04932475364842913,0.036898631150261506,,,,,,
147,Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6.0,5.0,6.0,,6.0,5.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.06776309758424759,0.06217924878001213,0.061407361179590225,0.06293927878141403,0.07113240659236908,0.0867227166891098,,,,,,0.06823846736661558,0.061947014732272244,0.06681135922627365,0.06305466452137898,0.07682718201198503,0.058850808916904813,,,,,
148,Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,5.0,5.0,6.0,,6.0,8.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,9.0,7.0,8.0,,7.5,7.0,7.5,,7.5,7.0,7.5,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.17255042493343353,0.15757712721824646,0.15636631846427917,0.16026803851127625,0.18112769722938538,0.21928194165229797,0.19027917087078094,0.2285284399986267,,,,0.17238616663542863,0.15670598515598896,0.15461304622606073,0.1551482939780453,0.18255642079540993,0.22356044100829314,0.19522368993927128,0.1582359899001942,,,
149,Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,6.0,5.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,9.0,8.0,8.5,,8.5,8.5,8.5,,11.1666,10.6666,10.6666,,9.4444,9.4444,9.4444,,,,,,,False,True,10,10,10.0,0.2904256284236908,0.26440268754959106,0.26317116618156433,0.26893314719200134,0.29793038964271545,0.3716071546077728,0.24506227672100067,0.3826846778392792,0.1279822140932083,0.005484709050506353,,0.29239631654630216,0.2599196768934447,0.26216359327267325,0.2701641753486557,0.302442577991931,0.38039246749791905,0.2548105018215146,0.4047150082696641,0.1451938897884205,0.004777887602266103,
150,William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,8.0,8.0,8.0,,9.0,7.0,9.0,,9.0,9.0,10.0,,7.0,7.0,8.0,,10.0,9.0,10.0,,12.0,11.0,13.0,,9.0,8.5,9.0,,9.5,9.5,9.5,,9.5,9.5,10.0,,10.0,9.6666,10.0,,,,,,,False,True,10,10,10.0,0.1899152547121048,0.20666177570819855,0.12505042552947998,0.19287137687206268,0.013180568814277649,0.1898375004529953,0.202050119638443,0.0019496650202199817,0.2251429706811905,0.51789391040802,,0.19034661738688213,0.20150662029487174,0.12540815335354522,0.1906247486460696,0.01384266393972121,0.1981756581129376,0.19748461399982228,0.0020609060769544827,0.2314901784553503,0.520069558061718,
151,Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.012312029488384724,0.013779119588434696,0.012409020215272903,,,,,,,,,0.01203638066208579,0.014616524107646935,0.007527377482777187,,,,,,,,
152,Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,8.0,7.0,8.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.02000465616583824,0.02238735742866993,0.020162247121334076,0.020263448357582092,,,,,,,,0.019726222214360694,0.02047437495937019,0.020171452965542673,0.012731472414795301,,,,,,,
153,Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9.0,8.0,9.0,,7.0,7.0,8.0,,9.0,8.0,8.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,12.6666,11.6666,12.6666,,9.0,8.0,8.5,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.005055117886513472,0.0970618948340416,0.08712437748908997,0.08727499842643738,0.10048487782478333,0.07866024225950241,0.09130557626485825,,,,,0.004520278462406929,0.09783537285445668,0.08453134358186203,0.09137856070389652,0.10772803884410255,0.07635783240204981,0.0591241713619934,,,,
154,Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8.0,7.0,8.0,,9.0,8.0,9.0,,8.0,8.0,9.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,8.6666,9.6666,9.6666,,9.5,8.0,8.5,,9.5,9.0,9.5,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.1712888926267624,0.012161056511104107,0.17263810336589813,0.13458721339702606,0.19958044588565826,0.17320431768894196,0.18149180710315704,0.11919587850570679,,,,0.17175720537394273,0.01402547754780021,0.16987434769197857,0.1350806403375788,0.20497475741830626,0.183500996565557,0.18880634647773695,0.11918808865820847,,,
155,Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7.0,6.0,7.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,7.0,7.0,7.0,,10.0,10.0,10.0,,8.0,7.5,8.0,,8.5,8.5,8.5,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.14635571837425232,0.16379061341285706,0.14750441908836365,0.14824466407299042,0.17068587243556976,0.14794348180294037,0.1550929993391037,0.1970939189195633,,,,0.148065585256082,0.17011731912746642,0.1528928025773512,0.15509490982135968,0.1719958718539068,0.15137087451076062,0.16572031086402075,0.19195119083775786,,,
156,Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,7.0,6.0,7.0,,6.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.007475006394088268,0.008365480229258537,,,,,,,,,,0.007918074227118632,0.005153228034275842,,,,,,,,,
157,Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,10.0,8.0,9.0,,11.3333,11.3333,11.3333,,9.0,8.5,9.0,,9.5,9.0,9.0,,9.5,9.0,10.0,,10.0,9.6666,10.0,,,,,,,False,True,10,10,10.0,0.1695912927389145,0.1890089362859726,0.17089782655239105,0.000980899203568697,0.19551406800746918,0.1721366047859192,0.17937758564949036,0.21635305881500244,0.3563699722290039,0.45871207118034363,,0.16976472940345277,0.1871192862893223,0.17332697271076178,0.0013743370307762737,0.1952156489865842,0.1726392921636034,0.18656941526778473,0.21540105615429705,0.3605651231679627,0.45831661370309473,
158,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,7.0,6.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,7.0,,6.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.03236407786607742,0.036219511181116104,0.032618094235658646,0.03278077766299248,0.037744276225566864,,,,,,,0.03053782580980041,0.03704981223195662,0.03358322059270381,0.03116271884178365,0.024701065008270608,,,,,,
159,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,8.0,7.0,8.0,,7.0,5.0,7.0,,8.0,8.0,8.0,,7.0,6.0,7.0,,7.0,7.0,8.0,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.05799628049135208,0.06490705907344818,0.05845315754413605,0.05874655023217201,0.06763949245214462,0.0586274117231369,,,,,,0.05829639385034385,0.06707793776824743,0.05863123086926261,0.059187469030025926,0.0693150307051641,0.03625159977452372,,,,,
160,Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,13.3333,12.3333,13.3333,,9.5,8.5,9.0,,9.0,9.0,9.5,,9.5,9.0,9.5,,10.0,10.0,10.0,,,,,,,False,True,10,10,10.0,0.010731407441198826,0.013071475550532341,0.0010027412790805101,0.18566974997520447,0.01273210160434246,0.0007092389860190451,0.19002500176429749,0.2348528951406479,0.4154798984527588,0.02339407429099083,,0.011262914251525662,0.013324813265965577,0.0011673425713391997,0.18702618211566654,0.012107076560408096,0.0008733190996209795,0.20140549707788227,0.2327509908650377,0.40595677008325587,0.021613828235187725,
161,Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7.0,7.0,7.0,,8.0,8.0,9.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.3333,10.3333,10.3333,,10.0,9.0,9.5,,9.5,7.5,9.5,,10.0,9.5,10.0,,,,,,,,,,9.0,False,False,10,9,9.0,0.17691020667552948,0.17258569598197937,0.17213962972164154,0.1385803371667862,0.20243827998638153,0.17888115346431732,0.0006568990647792816,0.23055464029312134,0.003007142571732402,,,0.17576777310199845,0.17169923351862001,0.17288575560287556,0.13633896105804805,0.2001198466835364,0.18083042737094715,0.0008896449507592626,0.23864776740774465,0.001987928293430965,,
162,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,8.0,8.0,8.0,,8.5,8.5,8.5,,8.5,8.5,8.5,,10.0,9.5,10.0,10.0,9.5,9.25,9.5,,9.0,9.0,9.5,,11.1666,11.1666,11.1666,,9.5,10.0,9.7777,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.02272922731935978,0.05070766806602478,0.1106797531247139,0.008408740162849426,0.12437718361616135,0.14934411644935608,0.15712103247642517,0.14948004484176636,,,,0.02151358579344581,0.05024998183558838,0.10523914788970777,0.008932899316785968,0.11803033159135258,0.1485409813217671,0.15573019378162467,0.15122360937855098,,,
163,Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,7.5,7.5,7.5,,9.0,8.5,8.5,,8.5,8.5,8.5,,9.0,9.0,8.5,9.0,9.75,9.75,9.75,,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.07966972887516022,0.0005314354784786701,0.08427798748016357,0.11023291945457458,0.0003350616025272757,0.00742272799834609,,,,,,0.08134954869771154,0.000799691173155424,0.07856151533865813,0.11790919687769036,0.000365255548519433,0.0039958563759885804,,,,,
164,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,6.5,6.0,6.5,,7.0,7.0,7.0,,8.0,8.0,8.0,,7.5,7.5,7.5,7.5,8.75,8.75,8.75,,9.5,8.5,9.5,,9.3333,9.3333,9.3333,,8.5,8.5,8.5,,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.10245692729949951,0.09683572500944138,0.10830562561750412,0.14083470404148102,0.12294932454824448,0.14590057730674744,0.15401491522789001,0.14987482130527496,,,,0.10223634497712697,0.10068076631105322,0.10546764740798778,0.14790133885088955,0.12270397643334156,0.14430974037614014,0.15186973366781764,0.1559096319963207,,,
165,Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,7.0,7.0,7.5,,7.5,7.0,7.5,,9.0,9.0,9.0,,9.0,9.5,9.5,9.5,8.5,8.5,8.75,,9.0,9.0,9.0,,12.0,12.0,12.0,,9.5,9.3333,9.5,,8.7777,9.3333,9.0,,9.6666,9.6666,9.7777,,,,,,,False,True,10,10,10.0,0.10979092866182327,0.10376748442649841,0.006844308227300644,0.15052583813667297,0.1321820169687271,0.15635114908218384,0.1628459095954895,0.16058854758739471,0.23964568972587585,0.3869401812553406,,0.11129975153276009,0.10554203623142891,0.007133020441054844,0.149122974214755,0.13345399366076263,0.1574781855535912,0.16296547596255206,0.16193063499329033,0.23222814269874947,0.37885152298764635,
166,Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,7.5,7.0,7.5,,8.5,8.0,8.0,,9.0,8.0,8.5,,8.5,9.0,8.5,8.5,9.0,9.75,9.5,,10.0,10.0,10.0,,11.0,11.0,11.0,,9.7777,9.5,10.0,,9.3333,9.5,9.7777,,,,,,,,,,9.0,False,False,10,9,9.0,0.11911437660455704,0.11174668371677399,0.1259009838104248,0.1637371927499771,0.14249581098556519,0.011088659055531025,0.17905910313129425,0.15789812803268433,0.24504396319389343,,,0.11994935319081429,0.11282916861728723,0.12741269950262618,0.16565019853326152,0.15260185611545085,0.01047904322828223,0.1785687830667722,0.1574082218118361,0.24727163183096135,,
167,Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,8.0,8.5,8.0,,7.5,7.5,7.5,,8.5,8.0,8.5,,9.0,9.0,9.0,9.0,9.25,9.25,9.5,,8.5,8.5,9.5,,10.8333,11.8333,11.8333,,9.5,9.7777,9.7777,,9.0,9.0,9.0,,,,,,,,,,9.0,False,False,10,9,9.0,0.0020375335589051247,0.1230471134185791,0.1369626224040985,0.17724624276161194,0.1545592099428177,0.18363046646118164,0.1938173472881317,0.18767181038856506,0.2814527451992035,,,0.0018763114468458054,0.1222637890617543,0.1422984432713342,0.17510385097570802,0.1516638431295346,0.18007642110614583,0.19127565591885354,0.18094343974331167,0.28518342153617887,,
168,Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,8.0,6.5,7.5,,8.5,8.0,8.5,,9.0,8.0,9.5,,10.0,9.5,10.0,10.0,9.25,9.0,10.0,,9.5,8.5,10.0,,12.6666,12.6666,12.6666,,10.0,8.3333,9.5,,9.5,10.0,10.0,,9.6666,9.5,9.7777,,,,,,,False,True,10,10,10.0,0.13247111439704895,0.11849943548440933,0.1373888999223709,0.010648784227669239,0.15762588381767273,0.18898619711399078,0.1522022783756256,0.1937016397714615,0.00136765802744776,0.608549952507019,,0.13481370878954774,0.1176904788173507,0.13658103173550526,0.011499053757764223,0.15884703613696632,0.19562506302229363,0.15848415657344578,0.19154016501791227,0.0014649997926944331,0.6176109460350826,
169,Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,5.5,5.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,10,1,1.0,0.013941943645477295,,,,,,,,,,,0.008804232659699152,,,,,,,,,,
170,Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,7.0,7.5,7.0,,8.0,7.5,7.5,,8.5,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.09984919428825378,0.09437108784914017,0.10553554445505142,,,,,,,,,0.0999324978986957,0.09819658426974436,0.10915780337372702,,,,,,,,
171,Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,6.5,7.0,7.0,,7.5,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.013768941164016724,0.013013521209359169,,,,,,,,,,0.013936982347246636,0.007661889917928083,,,,,,,,,
172,Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,7.0,7.0,7.5,,7.5,7.5,7.5,,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.1307489573955536,0.12357570230960846,0.13821285963058472,,,,,,,,,0.13320846748090662,0.11915700689245921,0.14134461425213962,,,,,,,,
173,Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,6.5,6.5,6.5,,6.0,6.0,6.0,,7.5,7.5,7.5,,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.03526576980948448,0.033330947160720825,0.03727889433503151,0.04847543314099312,,,,,,,,0.038034311913518706,0.03214337318126518,0.03736000995059299,0.030494828249913883,,,,,,,
174,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,7.0,7.0,7.0,,8.0,8.0,7.5,,9.0,9.0,9.0,,9.0,9.0,9.5,9.5,9.25,9.5,9.5,,9.5,10.0,10.0,,13.3333,12.8333,12.8333,,10.0,10.0,10.0,,9.5,9.7777,9.5,,9.7777,9.7777,9.7777,,,,,,,False,True,10,10,10.0,0.13815540075302124,0.13057321310043335,0.008612521924078465,0.1898900717496872,0.16547554731369019,0.15727612376213074,0.000939316232688725,0.0007850420079194009,0.2324899584054947,0.004509860649704933,,0.1330449032716808,0.1327852336909853,0.009444066836666532,0.19338565922323198,0.1623337073840712,0.15949470901579121,0.00110600102893414,0.0010442970587773224,0.23385180414141574,0.0035375309772714266,
175,Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,7.5,8.0,7.5,,8.0,9.0,8.0,,8.0,8.0,8.0,,8.5,8.5,8.5,,,,,,,,,,9.0,False,False,10,9,9.0,0.11021292209625244,0.14994031190872192,0.13481788337230682,0.13447004556655884,0.11938829720020294,0.13734513521194458,0.12641604244709015,0.1692851185798645,0.19739563763141632,,,0.11084882949751504,0.15592050313642003,0.13660183932043313,0.1386314448102001,0.1239479279628084,0.1399627206635494,0.1343892626266703,0.19463424909445692,0.14795860511724607,,
176,Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,8.0,8.0,8.0,,9.0,8.0,9.0,,8.6666,8.6666,8.6666,,9.0,8.0,9.0,,10.0,9.0,10.0,,8.5,8.5,8.5,,10.0,10.0,10.0,,9.5,10.0,9.5,,9.0,9.0,9.5,,10.0,10.0,10.0,,,,,,,False,True,10,10,10.0,0.0007800649618729949,0.018682710826396942,0.01745343580842018,0.1514396071434021,0.0010065347887575626,0.24206285178661346,0.17113125324249268,0.003305523656308651,0.40318557620048523,0.04268445819616318,,0.0006980018343309755,0.01733739527023744,0.017074710854415,0.15225753290957444,0.0009499887683017902,0.24223742491121417,0.17792955647848935,0.0023804257196864778,0.42798117523830176,0.03964537476588055,
177,Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,7.0,7.0,7.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,10,2,2.0,0.006128209177404642,0.008346744813024998,,,,,,,,,,0.006815990970493759,0.005627651621656859,,,,,,,,,
178,Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.5,7.0,6.5,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.04031011834740639,0.05483974143862724,0.04928096756339073,0.049187518656253815,0.04366546496748924,0.05024006962776184,,,,,,0.03901286060957788,0.05416364398127237,0.04726887670511251,0.048023712779174846,0.043610542312144625,0.033730623794443915,,,,,
179,Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,7.0,7.0,7.0,,8.0,8.0,8.0,,7.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,9.0,,8.5,9.0,8.5,,11.0,10.0,11.0,,9.0,9.5,9.5,,10.0,9.5,10.0,,9.5,9.5,10.0,,,,,,10.0,False,False,10,10,10.0,0.1590048372745514,0.20568159222602844,0.19465850293636322,0.0022292565554380417,0.17212121188640594,0.1311362087726593,0.0010474021546542645,0.16697454452514648,0.02012104168534279,0.415214866399765,,0.15969289116196866,0.19759484429192267,0.20211094857949882,0.0020891561740447448,0.17728842198697106,0.13548608374595514,0.0011283432087362622,0.17452357809026084,0.019386746988716067,0.4248547012879691,
180,Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,8.6666,8.6666,8.6666,,8.0,8.0,8.0,,9.0,8.0,9.0,,7.5,7.5,7.5,,9.0,9.0,9.0,,8.5,9.0,8.5,,10.0,9.5,10.0,,9.3333,9.3333,9.3333,,,,,,,False,True,10,10,10.0,0.1635604202747345,0.2215779721736908,0.012524162419140339,0.1987730860710144,0.1753389686346054,0.20385141670703888,0.18729470670223236,0.24842941761016846,0.020551053807139397,0.4882713854312897,,0.16401224527507066,0.2231992276171643,0.012512488996429897,0.20441943745747915,0.17645182547921312,0.2032039071871143,0.18995992191570674,0.2682065012430972,0.018938245718120094,0.4818244518302375,
181,D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,4.0,4.0,4.0,,5.0,5.0,6.0,,6.0,5.0,5.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.02080445922911167,0.028303345665335655,0.025448748841881752,0.025386139750480652,0.022536184638738632,,,,,,,0.019713188813638278,0.029144446847466136,0.025990488237967284,0.02730711401740702,0.013887550546390836,,,,,,
182,Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,6.0,5.0,6.0,,7.0,6.0,7.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,7.0,7.5,7.0,,5.0,6.0,6.0,,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.07265190035104752,0.09883884340524673,0.08887036144733429,0.08865173161029816,0.07869930565357208,0.09054886549711227,0.08333618938922882,,,,,0.0713428999823228,0.10320364191290088,0.0926680514117175,0.08987319987825673,0.08343802280559924,0.09674960690609026,0.055059823075888914,,,,
183,Wynonna Judd,Tony Dovolani,Singer/Rapper,Kentucky,United States,48,16,Eliminated Week 3,11,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.010496500879526138,0.014279923401772976,0.01283968985080719,,,,,,,,,0.010495412759436532,0.01664602686192243,0.009434082683867587,,,,,,,,
184,Kellie Pickler,Derek Hough,Singer/Rapper,North Carolina,United States,26,16,1st Place,1,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,9.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.5,9.5,9.0,,9.0,10.0,10.0,,9.5,8.0,10.0,,9.5,10.0,9.5,,10.0,10.0,10.0,,,,,,,False,True,10,10,10.0,0.2865731716156006,0.023362133651971817,0.30572521686553955,0.191870778799057,0.26327577233314514,0.0021659587509930134,0.2994706630706787,0.23612286150455475,0.358746737241745,0.05382928252220154,,0.2875833370062593,0.021004697669941626,0.30034430789600497,0.18487359578971937,0.2544991809320526,0.0019518018880231392,0.2992532477341165,0.23992738319467558,0.3857352269376162,0.05367547211591258,
